open_time,open,high,low,close,close_time
1782684000000,59418.1,59883.2,58888.0,59040.1,1782687599999
1782687600000,59040.0,59820.4,58975.0,59550.2,1782691199999
1782691200000,59550.2,59678.1,58978.2,59637.3,1782694799999
1782694800000,59637.3,59674.3,59170.5,59413.0,1782698399999
1782698400000,59413.0,59788.0,58850.0,59731.7,1782701999999
1782702000000,59731.8,60219.4,59731.8,60019.8,1782705599999
1782705600000,60019.9,60031.5,59717.0,59806.2,1782709199999
1782709200000,59806.2,60088.0,59360.3,60082.7,1782712799999
1782712800000,60082.7,60325.0,60022.2,60051.0,1782716399999
1782716400000,60051.1,60162.5,59900.7,59998.9,1782719999999
1782720000000,59998.9,60070.1,59712.8,59806.9,1782723599999
1782723600000,59806.9,60089.1,59750.1,60031.3,1782727199999
1782727200000,60031.3,60287.1,60031.3,60062.4,1782730799999
1782730800000,60062.3,60193.2,59770.4,59927.2,1782734399999
1782734400000,59927.2,60758.3,59552.6,59923.5,1782737999999
1782738000000,59923.5,60313.0,59302.8,59559.3,1782741599999
1782741600000,59559.4,59689.6,58988.0,59444.0,1782745199999
1782745200000,59444.1,59939.2,59067.6,59800.2,1782748799999
1782748800000,59800.3,59999.0,59562.6,59870.9,1782752399999
1782752400000,59870.9,60666.6,59870.9,60396.0,1782755999999
1782756000000,60396.0,60500.1,60150.2,60275.4,1782759599999
1782759600000,60275.4,60540.0,60127.4,60409.3,1782763199999
1782763200000,60409.3,60535.0,60265.1,60271.2,1782766799999
1782766800000,60271.2,60565.6,60232.1,60454.9,1782770399999
1782770400000,60454.9,60493.2,60314.0,60326.5,1782773999999
1782774000000,60326.4,60353.9,60134.0,60224.7,1782777599999
1782777600000,60224.7,60250.0,59667.5,59806.1,1782781199999
1782781200000,59806.1,60024.9,59740.0,59919.6,1782784799999
1782784800000,59919.6,60021.4,59719.6,59920.4,1782788399999
1782788400000,59920.4,60007.9,59570.0,59596.1,1782791999999
1782792000000,59596.1,59672.1,59400.0,59458.3,1782795599999
1782795600000,59458.3,59633.5,59329.2,59627.7,1782799199999
1782799200000,59627.8,59698.9,59488.6,59571.7,1782802799999
1782802800000,59571.6,59611.7,59423.3,59497.7,1782806399999
1782806400000,59497.7,59532.7,59159.0,59285.8,1782809999999
1782810000000,59285.8,59397.0,59225.0,59348.7,1782813599999
1782813600000,59348.7,59403.0,59264.5,59303.6,1782817199999
1782817200000,59303.7,59399.3,59100.0,59162.3,1782820799999
1782820800000,59162.2,59162.3,58351.0,58374.8,1782824399999
1782824400000,58374.8,58791.7,58200.0,58711.9,1782827999999
1782828000000,58711.8,59264.4,58400.1,58458.6,1782831599999
1782831600000,58458.7,58785.6,58160.0,58356.2,1782835199999
1782835200000,58356.2,58617.4,58223.3,58479.3,1782838799999
1782838800000,58479.2,58604.8,58290.0,58396.7,1782842399999
1782842400000,58396.8,58675.0,58334.0,58659.8,1782845999999
1782846000000,58659.9,58819.9,58560.0,58794.4,1782849599999
1782849600000,58794.0,58850.0,58621.3,58708.0,1782853199999
1782853200000,58708.0,58744.3,58472.3,58612.1,1782856799999
1782856800000,58612.3,58780.0,58477.1,58575.8,1782860399999
1782860400000,58575.7,58636.7,58518.8,58605.4,1782863999999
1782864000000,58605.4,58720.0,58270.0,58548.7,1782867599999
1782867600000,58548.7,58991.6,57758.6,58741.7,1782871199999
1782871200000,58741.8,59152.0,58632.4,59063.3,1782874799999
1782874800000,59063.3,59298.4,58823.9,59169.6,1782878399999
1782878400000,59169.7,59444.5,59030.9,59311.2,1782881999999
1782882000000,59311.1,59350.0,59085.0,59122.4,1782885599999
1782885600000,59122.3,59130.0,58500.1,58726.8,1782889199999
1782889200000,58726.7,58797.6,58567.2,58744.4,1782892799999
1782892800000,58744.4,58965.0,58450.7,58950.8,1782896399999
1782896400000,58950.8,59069.7,58792.8,58921.4,1782899999999
1782900000000,58921.4,58923.3,58590.9,58631.6,1782903599999
1782903600000,58631.6,58733.5,58524.2,58592.9,1782907199999
1782907200000,58592.8,58655.6,58294.1,58495.6,1782910799999
1782910800000,58495.6,59486.7,58495.5,59463.1,1782914399999
1782914400000,59463.0,60067.9,59239.9,59523.8,1782917999999
1782918000000,59523.7,60520.0,59496.9,60118.5,1782921599999
1782921600000,60118.6,60244.0,59836.1,59902.8,1782925199999
1782925200000,59902.9,60218.2,59762.6,60166.5,1782928799999
1782928800000,60166.5,60278.9,59992.7,60141.5,1782932399999
1782932400000,60141.5,60332.8,59952.3,60000.0,1782935999999
1782936000000,60000.0,60170.3,59844.5,60100.3,1782939599999
1782939600000,60100.3,60827.8,60092.7,60799.9,1782943199999
1782943200000,60799.9,61322.0,60319.3,60446.3,1782946799999
1782946800000,60446.3,60446.3,59949.2,59999.6,1782950399999
1782950400000,59999.6,60005.7,59555.0,59719.7,1782953999999
1782954000000,59719.7,60298.0,59688.9,60150.0,1782957599999
1782957600000,60150.0,60467.2,59978.3,60392.5,1782961199999
1782961200000,60392.4,61102.5,60259.1,61032.9,1782964799999
1782964800000,61032.9,61033.0,60703.1,60757.7,1782968399999
1782968400000,60757.7,60852.9,60450.0,60479.9,1782971999999
1782972000000,60480.0,60623.5,60232.6,60247.6,1782975599999
1782975600000,60247.6,60288.0,60080.9,60125.8,1782979199999
1782979200000,60125.8,60542.2,60113.5,60486.8,1782982799999
1782982800000,60486.7,61447.0,60342.5,61159.6,1782986399999
1782986400000,61159.6,61330.0,61019.8,61238.5,1782989999999
1782990000000,61238.4,61367.3,61100.0,61329.1,1782993599999
1782993600000,61329.1,61591.1,61109.9,61507.4,1782997199999
1782997200000,61507.3,62077.3,61472.0,61913.5,1783000799999
1783000800000,61913.6,62180.0,61368.8,61669.8,1783004399999
1783004400000,61669.7,61844.4,61400.0,61584.0,1783007999999
1783008000000,61584.0,61754.9,61113.8,61646.8,1783011599999
1783011600000,61646.8,61900.0,61592.8,61643.0,1783015199999
1783015200000,61643.0,61847.2,61633.7,61733.5,1783018799999
1783018800000,61733.5,61739.7,61388.1,61452.5,1783022399999
1783022400000,61452.4,61576.8,61308.3,61555.4,1783025999999
1783026000000,61555.3,61634.3,61500.0,61570.6,1783029599999
1783029600000,61570.5,61570.6,61388.0,61445.0,1783033199999
1783033200000,61444.9,61588.2,61333.0,61540.6,1783036799999
1783036800000,61540.5,61558.8,61229.0,61283.9,1783040399999
1783040400000,61283.9,61727.2,61261.0,61566.5,1783043999999
1783044000000,61566.6,61647.0,61271.0,61411.8,1783047599999
1783047600000,61411.9,61558.0,61300.0,61407.6,1783051199999
1783051200000,61407.5,61504.6,61300.4,61420.5,1783054799999
1783054800000,61420.5,61788.0,61403.1,61674.8,1783058399999
1783058400000,61674.7,61825.1,61584.0,61680.5,1783061999999
1783062000000,61680.6,61849.7,61634.1,61733.6,1783065599999
1783065600000,61733.7,61875.3,61525.9,61553.5,1783069199999
1783069200000,61553.6,61760.7,61480.7,61686.8,1783072799999
1783072800000,61686.9,62017.7,61640.2,61886.6,1783076399999
1783076400000,61886.5,62078.6,61808.1,61992.8,1783079999999
1783080000000,61992.8,62149.3,61841.0,61952.5,1783083599999
1783083600000,61952.6,62271.9,61910.5,62083.8,1783087199999
1783087200000,62083.9,62257.0,61653.0,62142.9,1783090799999
1783090800000,62142.9,62386.7,61778.1,61895.2,1783094399999
1783094400000,61895.2,62103.5,61877.6,62081.9,1783097999999
1783098000000,62081.9,62266.8,62036.0,62171.5,1783101599999
1783101600000,62171.5,62223.7,62087.4,62180.2,1783105199999
1783105200000,62180.3,62292.4,62120.1,62178.4,1783108799999
1783108800000,62178.4,62898.0,62151.2,62759.3,1783112399999
1783112400000,62759.3,62957.2,62488.8,62706.8,1783115999999
1783116000000,62706.9,62726.0,62513.0,62549.3,1783119599999
1783119600000,62549.3,62688.0,62507.1,62565.5,1783123199999
1783123200000,62565.5,62925.7,62560.5,62735.1,1783126799999
1783126800000,62735.0,62735.1,62381.6,62450.0,1783130399999
1783130400000,62450.0,62556.5,62404.0,62514.0,1783133999999
1783134000000,62514.1,62734.7,62460.0,62609.6,1783137599999
1783137600000,62609.6,62735.2,62568.8,62661.5,1783141199999
1783141200000,62661.6,62661.6,62395.7,62445.6,1783144799999
1783144800000,62445.7,62538.6,62302.6,62473.2,1783148399999
1783148400000,62473.1,62612.6,62441.8,62549.0,1783151999999
1783152000000,62549.1,62654.1,62485.1,62528.0,1783155599999
1783155600000,62527.9,62559.3,62386.1,62466.0,1783159199999
1783159200000,62466.0,62518.8,62418.3,62483.9,1783162799999
1783162800000,62483.8,62545.4,62430.1,62458.7,1783166399999
1783166400000,62458.6,62671.5,62458.6,62634.1,1783169999999
1783170000000,62634.0,62755.5,62509.4,62563.0,1783173599999
1783173600000,62562.9,62719.3,62562.4,62671.9,1783177199999
1783177200000,62671.8,63069.6,62666.7,62908.8,1783180799999
1783180800000,62908.7,62943.0,62752.9,62895.2,1783184399999
1783184400000,62895.2,63420.0,62769.8,63245.6,1783187999999
1783188000000,63245.5,63324.8,63070.0,63137.5,1783191599999
1783191600000,63137.5,63450.0,63090.0,63268.1,1783195199999
1783195200000,63268.0,63367.0,63128.4,63208.9,1783198799999
1783198800000,63208.8,63430.0,63172.8,63274.7,1783202399999
1783202400000,63274.6,63286.4,63129.4,63167.7,1783205999999
1783206000000,63167.7,63215.8,62902.7,63114.8,1783209599999
1783209600000,63114.9,63114.9,62824.4,62962.5,1783213199999
1783213200000,62962.6,63022.6,62762.3,62859.8,1783216799999
1783216800000,62859.8,62902.6,62549.6,62673.8,1783220399999
1783220400000,62673.7,62766.0,62626.5,62739.1,1783223999999
1783224000000,62739.1,62928.0,62680.0,62787.3,1783227599999
1783227600000,62787.0,62788.4,62628.0,62716.4,1783231199999
1783231200000,62716.4,62800.0,62644.3,62749.9,1783234799999
1783234800000,62749.8,63039.3,62690.5,62995.1,1783238399999
1783238400000,62995.1,63084.0,62868.0,62893.3,1783241999999
1783242000000,62893.4,62908.7,62410.1,62600.3,1783245599999
1783245600000,62600.2,62737.9,62507.2,62737.6,1783249199999
1783249200000,62737.6,62799.9,62582.3,62630.0,1783252799999
1783252800000,62630.0,62752.0,62534.3,62718.2,1783256399999
1783256400000,62718.3,62797.9,62617.5,62769.9,1783259999999
1783260000000,62769.9,62793.6,62621.5,62785.3,1783263599999
1783263600000,62785.2,62923.7,62646.9,62711.9,1783267199999
1783267200000,62711.9,62745.6,62570.0,62612.0,1783270799999
1783270800000,62612.0,62800.0,62564.4,62601.3,1783274399999
1783274400000,62601.4,62865.0,62587.8,62787.6,1783277999999
1783278000000,62787.6,62848.5,62691.2,62744.0,1783281599999
1783281600000,62744.1,62815.1,62667.5,62704.7,1783285199999
1783285200000,62704.8,63224.7,62580.0,63070.4,1783288799999
1783288800000,63070.4,63979.3,62976.3,63717.1,1783292399999
1783292400000,63717.1,63990.7,63542.8,63617.1,1783295999999
1783296000000,63617.2,63760.0,63308.3,63728.4,1783299599999
1783299600000,63728.3,63900.0,63520.0,63544.2,1783303199999
1783303200000,63544.1,63644.1,63340.4,63425.1,1783306799999
1783306800000,63425.1,63478.4,63101.2,63273.0,1783310399999
1783310400000,63272.9,63368.3,63154.6,63242.9,1783313999999
1783314000000,63242.8,63242.8,62912.6,63086.0,1783317599999
1783317600000,63086.0,63125.6,62940.0,62962.6,1783321199999
1783321200000,62962.6,63102.7,62858.4,63064.5,1783324799999
1783324800000,63064.5,63226.4,62807.1,62876.1,1783328399999
1783328400000,62876.0,62893.9,62610.0,62646.6,1783331999999
1783332000000,62646.5,63019.3,62641.5,62797.6,1783335599999
1783335600000,62797.7,62979.4,62461.4,62461.4,1783339199999
1783339200000,62461.2,62467.2,61652.0,61733.6,1783342799999
1783342800000,61733.6,62023.8,61297.0,61751.7,1783346399999
1783346400000,61751.7,62397.3,61679.4,62019.7,1783349999999
1783350000000,62019.7,63531.1,62019.7,63523.1,1783353599999
1783353600000,63523.0,63850.0,63356.8,63710.4,1783357199999
1783357200000,63710.4,63977.9,63539.9,63565.2,1783360799999
1783360800000,63565.2,63867.5,63532.8,63675.7,1783364399999
1783364400000,63675.8,63874.4,63628.0,63709.8,1783367999999
1783368000000,63709.9,63868.0,63560.0,63798.0,1783371599999
1783371600000,63798.1,64691.9,63781.7,64475.9,1783375199999
1783375200000,64475.9,64488.8,64129.4,64227.2,1783378799999
1783378800000,64227.2,64330.5,64002.0,64023.6,1783382399999
1783382400000,64023.5,64298.1,63981.6,64175.2,1783385999999
1783386000000,64175.1,64175.2,63738.9,63815.0,1783389599999
1783389600000,63815.0,63884.1,63257.0,63298.2,1783393199999
1783393200000,63298.2,63412.8,63122.0,63165.0,1783396799999
1783396800000,63164.9,63266.7,63030.7,63069.0,1783400399999
1783400400000,63069.0,63232.7,62745.6,63092.5,1783403999999
1783404000000,63092.4,63373.3,62954.4,63310.0,1783407599999
1783407600000,63309.9,63424.2,63050.0,63062.6,1783411199999
1783411200000,63062.7,63165.7,62958.4,63074.0,1783414799999
1783414800000,63074.0,63317.4,63030.0,63226.9,1783418399999
1783418400000,63227.0,63432.8,63185.4,63258.6,1783421999999
1783422000000,63258.6,63427.8,63080.0,63377.7,1783425599999
1783425600000,63377.8,63868.0,63365.7,63451.9,1783429199999
1783429200000,63451.8,63455.4,62960.3,63033.2,1783432799999
1783432800000,63033.3,63617.8,62638.0,63536.5,1783436399999
1783436400000,63536.5,64096.0,63349.4,63910.0,1783439999999
1783440000000,63910.0,64234.1,63780.3,63962.4,1783443599999
1783443600000,63962.4,64211.0,63868.2,64164.7,1783447199999
1783447200000,64164.6,64168.8,63646.5,63653.8,1783450799999
1783450800000,63653.6,63873.2,63351.4,63794.9,1783454399999
1783454400000,63794.9,63874.6,63588.5,63668.3,1783457999999
1783458000000,63668.4,63839.9,63264.0,63399.5,1783461599999
1783461600000,63399.5,63635.4,63177.0,63514.9,1783465199999
1783465200000,63514.9,63679.5,63288.0,63335.4,1783468799999
1783468800000,63335.4,63740.2,63274.1,63585.9,1783472399999
1783472400000,63585.9,63624.0,62883.6,63003.7,1783475999999
1783476000000,63003.7,63037.1,62466.9,62951.3,1783479599999
1783479600000,62951.4,63067.9,62666.0,62741.0,1783483199999
1783483200000,62741.0,62873.3,62643.6,62767.3,1783486799999
1783486800000,62766.9,62851.2,62520.4,62613.8,1783490399999
1783490400000,62613.8,62718.2,62434.9,62628.5,1783493999999
1783494000000,62628.5,62867.7,62519.3,62854.1,1783497599999
1783497600000,62854.1,62921.8,61821.0,61989.8,1783501199999
1783501200000,61989.8,62142.9,61708.2,62031.7,1783504799999
1783504800000,62031.8,62164.7,61876.0,62149.8,1783508399999
1783508400000,62149.9,62366.0,62025.2,62270.0,1783511999999
1783512000000,62270.0,62394.1,61933.0,61933.9,1783515599999
1783515600000,61933.9,62073.6,61615.0,61923.0,1783519199999
1783519200000,61922.9,62151.9,61686.7,61865.5,1783522799999
1783522800000,61865.6,61900.5,61520.0,61674.5,1783526399999
1783526400000,61674.6,62129.8,61666.0,62086.4,1783529999999
1783530000000,62086.3,62372.7,62005.2,62086.5,1783533599999
1783533600000,62086.4,62331.0,62014.1,62158.8,1783537199999
1783537200000,62158.9,62270.4,62043.0,62251.9,1783540799999
1783540800000,62251.9,62287.1,62051.2,62076.2,1783544399999
1783544400000,62076.2,62226.4,61926.9,62162.4,1783547999999
1783548000000,62162.4,62331.8,62144.4,62303.5,1783551599999
1783551600000,62303.5,62320.6,62139.3,62255.3,1783555199999
1783555200000,62255.1,62284.4,62025.4,62101.8,1783558799999
1783558800000,62101.8,62620.2,61796.1,61882.2,1783562399999
1783562400000,61882.2,62098.0,61666.0,61753.7,1783565999999
1783566000000,61753.8,62042.7,61693.1,61943.1,1783569599999
1783569600000,61943.2,62427.7,61929.0,62420.4,1783573199999
1783573200000,62420.3,62599.6,62204.9,62565.8,1783576799999
1783576800000,62565.8,62958.0,62452.1,62934.0,1783580399999
1783580400000,62933.9,63286.5,62774.5,62973.7,1783583999999
1783584000000,62973.6,63083.9,62822.8,62872.6,1783587599999
1783587600000,62872.6,62980.4,62753.1,62925.0,1783591199999
1783591200000,62925.0,63030.5,62653.8,62757.2,1783594799999
1783594800000,62757.2,62804.8,62583.4,62756.0,1783598399999
1783598400000,62755.9,62934.3,62428.5,62583.3,1783601999999
1783602000000,62583.3,63215.0,62490.2,62999.9,1783605599999
1783605600000,63000.0,63117.9,62620.1,62982.5,1783609199999
1783609200000,62982.4,63233.0,62782.5,62835.4,1783612799999
1783612800000,62835.4,62969.3,62525.2,62670.7,1783616399999
1783616400000,62670.7,63146.0,62640.2,63114.7,1783619999999
1783620000000,63114.8,63484.9,63041.9,63199.8,1783623599999
1783623600000,63199.9,63365.0,63130.0,63222.9,1783627199999
1783627200000,63222.9,63300.0,63148.1,63288.7,1783630799999
1783630800000,63288.8,63371.7,63162.7,63248.9,1783634399999
1783634400000,63249.0,63395.9,63180.9,63186.1,1783637999999
1783638000000,63186.2,63299.9,63032.2,63197.0,1783641599999
1783641600000,63197.1,63239.2,62897.0,63085.3,1783645199999
1783645200000,63085.3,63938.8,62931.7,63726.6,1783648799999
1783648800000,63726.7,64022.0,63662.6,63935.0,1783652399999
1783652400000,63935.0,64019.7,63789.0,63917.2,1783655999999
1783656000000,63917.3,64168.0,63826.4,64019.3,1783659599999
1783659600000,64019.2,64185.0,63915.0,64090.0,1783663199999
1783663200000,64089.9,64138.7,63804.4,63832.8,1783666799999
1783666800000,63832.8,63980.0,63765.5,63956.1,1783670399999
1783670400000,63956.1,64387.9,63949.1,64211.4,1783673999999
1783674000000,64211.5,64459.9,64065.7,64360.4,1783677599999
1783677600000,64360.4,64478.3,64244.6,64374.0,1783681199999
1783681200000,64374.0,64450.3,64309.0,64394.2,1783684799999
1783684800000,64394.2,64587.9,64236.3,64258.9,1783688399999
1783688400000,64258.9,64680.0,64127.0,64453.7,1783691999999
1783692000000,64453.6,64491.8,63768.0,63897.9,1783695599999
1783695600000,63897.9,64196.1,63875.5,64018.7,1783699199999
1783699200000,64018.7,64208.1,63802.4,64118.9,1783702799999
1783702800000,64118.9,64139.6,63803.6,63804.0,1783706399999
1783706400000,63804.1,63990.0,63718.1,63792.0,1783709999999
1783710000000,63792.0,64029.9,63755.8,63900.4,1783713599999
1783713600000,63900.4,63909.2,63619.9,63820.0,1783717199999
1783717200000,63820.1,64086.4,63813.6,63987.6,1783720799999
1783720800000,63987.7,64142.7,63953.9,64089.9,1783724399999
1783724400000,64089.8,64176.9,63989.2,64129.5,1783727999999
1783728000000,64129.5,64137.1,64000.0,64090.1,1783731599999
1783731600000,64090.1,64288.7,63969.9,63979.2,1783735199999
1783735200000,63979.1,64137.8,63950.1,64130.5,1783738799999
1783738800000,64130.5,64169.1,64037.4,64117.2,1783742399999
1783742400000,64117.2,64182.0,64047.2,64123.4,1783745999999
1783746000000,64123.4,64198.8,64085.2,64141.6,1783749599999
1783749600000,64141.6,64250.0,64091.6,64186.7,1783753199999
1783753200000,64186.7,64224.0,64120.6,64132.6,1783756799999
1783756800000,64132.6,64280.0,64123.0,64239.6,1783760399999
1783760400000,64239.6,64272.7,64129.0,64143.0,1783763999999
1783764000000,64143.1,64185.0,64110.2,64163.9,1783767599999
1783767600000,64163.9,64192.8,64146.3,64176.0,1783771199999
1783771200000,64176.1,64207.0,64112.0,64168.4,1783774799999
1783774800000,64168.5,64245.4,64144.4,64213.9,1783778399999
1783778400000,64213.9,64497.4,64213.9,64321.0,1783781999999
1783782000000,64321.0,64461.4,63668.8,64139.0,1783785599999
1783785600000,64139.1,64245.3,64050.4,64148.2,1783789199999
1783789200000,64148.1,64375.8,64133.4,64289.8,1783792799999
1783792800000,64289.8,64368.6,64258.1,64299.7,1783796399999
1783796400000,64299.7,64313.1,64205.7,64262.0,1783799999999
1783800000000,64261.9,64438.9,64261.9,64353.2,1783803599999
1783803600000,64353.3,64404.7,64310.0,64325.5,1783807199999
1783807200000,64325.5,64405.2,64110.5,64169.1,1783810799999
1783810800000,64169.1,64223.2,63776.0,63783.0,1783814399999
1783814400000,63783.1,63884.9,63657.4,63802.9,1783817999999
1783818000000,63802.9,64146.2,63783.0,64106.0,1783821599999
1783821600000,64106.0,64112.7,64002.0,64049.2,1783825199999
1783825200000,64049.2,64217.8,64002.9,64201.8,1783828799999
1783828800000,64201.9,64238.0,63912.5,63974.3,1783832399999
1783832400000,63974.2,63998.6,63867.0,63938.0,1783835999999
1783836000000,63938.0,63938.0,63602.8,63728.7,1783839599999
1783839600000,63728.6,63879.0,63708.2,63856.4,1783843199999
1783843200000,63856.4,64083.7,63854.1,63951.6,1783846799999
1783846800000,63951.6,64024.4,63730.7,63930.0,1783850399999
1783850400000,63930.1,63930.1,63807.3,63838.9,1783853999999
1783854000000,63838.9,64012.8,63796.3,63993.8,1783857599999
1783857600000,63993.8,64118.5,63946.0,63998.4,1783861199999
1783861200000,63998.5,64073.4,63959.3,63997.3,1783864799999
1783864800000,63997.3,64271.9,63928.0,64175.0,1783868399999
1783868400000,64175.0,64238.9,64091.5,64149.9,1783871999999
1783872000000,64150.0,64184.8,64013.0,64146.8,1783875599999
1783875600000,64146.7,64146.8,63983.1,64050.3,1783879199999
1783879200000,64050.2,64126.6,63985.1,64124.6,1783882799999
1783882800000,64124.7,64248.0,64114.9,64201.9,1783886399999
1783886400000,64202.0,64227.4,64141.6,64168.5,1783889999999
1783890000000,64168.5,64207.4,63856.3,63889.6,1783893599999
1783893600000,63889.5,63895.8,63634.1,63855.0,1783897199999
1783897200000,63855.0,63883.6,63693.0,63750.0,1783900799999
1783900800000,63749.9,64411.8,63538.0,64041.8,1783904399999
1783904400000,64041.8,64044.0,63366.0,63382.1,1783907999999
1783908000000,63382.1,63527.6,63204.0,63344.8,1783911599999
1783911600000,63344.9,63362.4,62705.0,62780.2,1783915199999
1783915200000,62780.1,62884.8,62592.1,62649.8,1783918799999
1783918800000,62649.7,62880.0,62434.9,62764.1,1783922399999
1783922400000,62764.1,62848.2,62675.0,62766.6,1783925999999
1783926000000,62766.6,63030.0,62719.4,62952.7,1783929599999
1783929600000,62952.8,63260.0,62902.5,63174.9,1783933199999
1783933200000,63174.9,63179.3,63064.4,63074.0,1783936799999
1783936800000,63074.0,63130.9,62834.4,62844.6,1783940399999
1783940400000,62844.7,63116.1,62844.7,62881.3,1783943999999
1783944000000,62881.4,62970.7,62531.0,62597.9,1783947599999
1783947600000,62597.9,62752.4,62141.2,62300.1,1783951199999
1783951200000,62300.1,62777.0,62061.3,62770.3,1783954799999
1783954800000,62770.2,62965.0,62543.5,62596.6,1783958399999
1783958400000,62596.7,62614.5,62183.9,62258.0,1783961999999
1783962000000,62258.0,62347.2,61877.0,61877.0,1783965599999
1783965600000,61877.1,62077.6,61806.0,61997.3,1783969199999
1783969200000,61997.4,62267.0,61962.5,62258.0,1783972799999
1783972800000,62257.9,62299.0,62020.0,62179.3,1783976399999
1783976400000,62179.3,62192.1,61868.0,62034.1,1783979999999
1783980000000,62034.0,62199.0,61883.1,61897.9,1783983599999
1783983600000,61897.9,62333.4,61854.5,62307.0,1783987199999
1783987200000,62307.0,62639.3,62240.9,62520.7,1783990799999
1783990800000,62520.7,62614.2,62427.0,62505.2,1783994399999
1783994400000,62505.2,62610.0,62286.9,62516.8,1783997999999
1783998000000,62516.8,62576.2,62279.0,62538.2,1784001599999
1784001600000,62538.3,62744.4,62511.0,62713.6,1784005199999
1784005200000,62713.6,62848.0,62669.4,62699.9,1784008799999
1784008800000,62699.9,62752.0,62537.0,62600.1,1784012399999
1784012400000,62600.1,62633.0,62489.7,62529.7,1784015999999
1784016000000,62529.7,62780.0,62458.3,62680.1,1784019599999
1784019600000,62680.1,62721.2,62502.3,62604.2,1784023199999
1784023200000,62604.2,62880.0,62577.5,62767.5,1784026799999
1784026800000,62767.6,62896.0,62680.7,62810.3,1784030399999
1784030400000,62810.3,63956.0,62756.5,63935.2,1784033999999
1784034000000,63935.2,64162.2,63666.0,63802.8,1784037599999
1784037600000,63802.8,64310.0,63550.0,64277.3,1784041199999
